"home_player_1","home_player_2","home_player_3","home_player_4","home_player_5","home_player_6","home_player_7","home_player_8","home_player_9","home_player_10","home_player_11","away_player_1","away_player_2","away_player_3","away_player_4","away_player_5","away_player_6","away_player_7","away_player_8","away_player_9","away_player_10","away_player_11"
33764,33025,33993,242151,96617,33866,33024,179772,150832,37410,33030,37579,33896,128037,37879,74435,26535,37512,40501,30827,32999,35638
33630,150480,75395,101070,74752,242477,38746,38886,30273,24383,41294,37511,37470,24630,37443,33609,18376,24385,NA,31718,74772,30728
182917,33634,30689,56678,32656,38821,30871,25924,171992,105827,38460,37439,151075,33849,33607,215405,167376,103904,200630,24123,25462,25574
75195,150480,107929,101070,74752,38746,30273,32865,38886,24383,106600,37439,151075,33849,33607,33893,33856,103904,193978,24123,56686,40710
33764,33025,182224,37604,191136,96619,33024,37410,37408,33030,150832,182917,33636,56678,114044,32656,25924,33871,38821,30663,38460,37412
32657,33992,37482,30738,34304,30955,38818,26146,30981,96643,30909,37511,37470,24630,33715,33609,18376,24385,31718,96852,42714,30728
24494,34007,30994,30914,150739,108568,30666,37824,41468,32762,33028,37579,75606,128037,74435,37512,46836,37879,26535,97319,35638,30827
30664,37754,33582,27668,150968,33635,32043,38403,164676,45457,8780,19403,33843,26805,41707,36400,24612,23779,11758,37419,191873,33800
33986,39562,96616,33990,33848,101422,34182,33991,75310,33989,42579,96651,33756,37451,70891,18853,2805,37793,114680,97488,31045,45744
30992,41470,32675,75397,37622,34381,40668,37474,75307,37461,102572,33753,30279,33847,37916,34575,38449,33668,41255,154256,2770,75214
41466,33733,113672,30752,40599,37436,30958,42479,38433,25986,38699,25563,45440,121716,182921,33767,80492,24852,37441,150330,33759,40165
96613,75239,40049,150316,6864,6853,18384,46384,45605,113627,39142,37421,102620,33959,33960,47565,33997,37416,33973,99047,150831,32764
30657,30962,25921,30911,28467,30889,42346,26166,36378,30893,25759,24591,37422,38151,33865,38521,33870,42369,38424,11555,75474,38136
33630,150480,75395,101070,74752,38746,242477,38886,30273,24383,41294,182917,30689,33636,32656,33634,38424,171992,25924,33871,19243,38460
33764,33025,242151,182224,96617,33866,33024,37410,179772,150832,33030,37511,37470,33715,24630,33609,37455,18376,96852,24385,30728,31718
32657,33992,30738,30661,34304,39854,154257,30955,150250,30981,30909,37579,75606,128037,37879,18664,37512,32999,26535,40501,74435,30827
109222,34007,41667,74672,26403,30994,134236,2802,41468,150739,33028,96623,33843,30459,25913,11758,102612,112758,34000,38822,51545,37450
30664,37754,33582,27668,150968,30534,33635,164676,38379,26519,38700,33018,111190,70891,74989,37451,33756,37449,37793,2805,45744,164210
33986,26354,28439,33990,33848,33991,31014,34182,101422,75310,34106,114762,30279,127894,33847,34575,38449,154256,41255,33668,33872,41622
30992,41470,32675,75397,80497,34381,107930,75619,75307,37474,150770,25563,45440,121716,182921,163971,33759,80492,24852,37441,150330,38578
41466,183185,38458,113672,40599,37480,38433,42479,37436,18628,38699,37421,56846,33959,33961,33960,102622,37416,33973,33997,184138,38551
96613,150316,74404,20325,26886,113627,6853,46384,43329,45605,26554,24591,31303,37718,33874,37422,33870,38151,33773,11555,75474,38136
30657,37442,30911,30962,28467,18814,41156,46509,41044,30893,26166,37439,NA,33849,33856,215405,167376,182928,103904,56686,200630,25574
37439,151075,68260,33849,215405,167376,24123,103904,56686,200630,25574,33630,150480,75395,101070,74752,242477,38746,38886,30273,24383,41294
182917,30689,33636,56678,41167,38821,25924,30871,171992,38460,37412,33764,33025,182224,242151,96617,33024,37410,33866,150832,179772,33030
37511,37470,39580,37443,33609,18376,24385,175311,31718,NA,30728,32657,33988,37482,30738,34304,39854,154257,30955,150250,30981,30909
37579,75606,128037,37879,18664,26535,37512,32999,40501,149584,30827,109222,74403,41667,30914,26403,30994,134236,37824,108568,2802,33028
96623,33843,26805,25913,36400,112758,34000,11758,38822,37450,51545,30664,37754,27678,33582,33775,30534,33635,38573,164676,45457,38379
33018,111190,70891,74989,34104,33756,166111,37793,2805,45744,164210,33986,96616,37479,33990,26354,38131,95509,30443,38139,34106,75310
33753,30279,33847,34575,37484,154256,38449,33872,33668,41255,41622,30992,41470,32675,75397,37622,34381,40668,75619,75307,37474,150770
25563,45440,193223,121716,33767,33759,37441,80492,24852,150330,38578,41466,183185,38458,30752,40599,37436,38433,37480,42479,18628,38699
37421,56846,33959,33961,47565,37416,38540,33973,99047,184138,32764,96613,150316,74404,20325,26886,40049,113627,46384,43329,45605,26554
24591,37422,37718,33865,31303,33870,11555,33773,23853,75474,38136,30657,30962,30911,34029,37442,23988,42346,46509,36378,30893,26166
33764,33025,182224,242151,96617,30287,33866,179772,33024,33030,150832,33630,150480,75395,101070,74752,38746,38886,242477,30273,24383,41294
32657,33988,37482,30738,34304,39854,154257,30955,150250,30981,30909,182917,33634,30689,56678,32656,30871,25924,38821,105827,41167,37412
109222,74403,41667,30276,26403,108568,39782,134236,10348,33028,37506,37511,37470,75199,37443,33609,18376,24385,175311,NA,26145,31718
30664,37754,33582,27668,33775,30534,26519,164676,33635,45457,38379,37579,33896,128037,37879,18664,37512,32999,26535,35638,40501,149584
33986,28439,95509,37479,33848,31014,34182,33991,25773,101422,34106,96623,37488,30459,41707,11758,112758,238841,24612,38822,34000,51545
30992,41470,32675,80497,37622,34381,75619,37461,37471,150770,102572,33018,111190,70891,74989,34104,33756,166111,189178,2805,45744,164210
41466,183185,38458,30752,40599,37436,38433,42479,37480,25986,38699,33753,37484,34575,37672,33847,30279,33872,154256,38449,33668,58294
96613,150316,20325,6864,26886,40049,113627,46384,43329,45605,26554,25563,45440,193223,183331,33767,121716,80492,24852,37441,150330,38578
30657,37442,30911,37581,28467,23988,30889,41044,36378,30893,30960,37421,56846,33959,33961,33960,37416,38540,33973,99047,184138,32764
24591,31303,37718,33865,38521,33773,11555,33870,75474,23853,38136,37439,151075,33607,33856,215405,38160,24123,103904,56686,200630,182928
37439,151075,33849,33856,215405,38160,24123,103904,200630,56686,25574,33764,33025,182224,242151,96617,33866,30287,179772,37410,33030,150832
33630,74743,75395,107929,162497,40956,242477,38886,32865,24383,41294,32657,33988,37482,34304,30891,39854,38818,30955,26434,30981,30909
182917,33634,33636,56678,32656,105827,33871,30871,38821,38460,37412,109222,74403,41667,30994,30914,150739,37824,134236,39782,2802,37506
37511,37470,37443,24630,NA,96852,38475,175311,NA,26145,30728,30664,37754,27668,33582,150968,30534,33635,38573,164676,26519,38379
37579,33896,128037,37879,18664,37512,32999,26535,35638,40501,149584,33986,26354,33990,37479,33848,95509,49970,33991,25773,101422,75310
33826,37488,30459,41707,11758,112758,238841,34000,38822,24612,51545,30992,41470,32675,80497,37622,75619,34381,37471,37461,102572,150770
33018,33756,37451,70891,18853,37793,189178,2805,37449,37446,45744,41466,183185,38458,30752,40599,113672,169196,37436,38433,37480,25986
33753,30279,33847,34575,37484,154256,111237,33872,33668,41255,41622,96613,150316,74404,20325,26886,40049,113627,46384,43329,45605,26554
25563,45440,193223,183331,185123,186121,80492,24852,37441,150330,38578,30657,37442,30911,25921,28467,42346,30889,46509,36378,30893,30960
37421,56846,28284,33959,47565,37416,33997,26010,99047,184138,32764,24591,37422,33874,33865,38521,33870,42369,33773,30744,75474,23853
33732,33988,154257,37482,30738,39854,38818,30955,150250,30981,30909,33764,33025,242151,37604,96617,33024,37410,96619,150323,37408,33030
109222,34007,41667,30914,26403,134236,39782,37824,10348,41468,33028,33630,150480,75395,107929,74752,38746,242477,38886,40956,24383,106600
30664,37754,27668,33582,150968,25560,30534,33635,26519,38700,38379,182917,30689,33636,114044,32656,38821,33871,30871,184533,38460,37412
71498,96616,33990,95509,33848,49970,33991,38139,25773,34106,75310,37511,37470,33715,37443,NA,24385,38475,37445,96852,26145,30728
38427,107930,32675,80497,37622,34381,75619,37461,37471,150770,102572,37579,33896,128037,37879,74435,32999,37512,26535,35638,40501,149584
41466,183185,38458,30752,40599,38433,42479,37480,18628,38699,25986,28955,37488,30459,41707,11758,112758,238841,193226,102612,56819,51545
96613,20325,18501,6864,202553,40049,113627,93480,46384,43329,26554,33018,33756,37451,70891,18853,2805,189178,37793,37449,45744,37446
40648,30962,34029,30911,28467,42346,23988,46509,41044,30893,26166,33753,NA,34575,37672,37484,154256,111237,33847,33668,41622,33872
24591,31303,38151,33874,38521,33870,42369,30744,75474,38479,23853,25563,45440,193223,183331,33767,33759,80492,24852,37441,150330,38578
37421,56846,33959,28284,47565,37416,33997,33973,99047,184138,32764,37439,151075,33849,33607,215405,38160,167376,103904,24123,200630,25574
37439,151075,33849,33607,33893,167376,38160,103904,24123,56686,25574,33732,33992,37482,30738,34304,30955,154257,26146,150250,30981,30909
33764,181297,242151,182224,96617,33024,33866,179772,37410,150832,33030,109222,74403,41667,30276,26403,108568,39782,2802,41468,37824,37506
33630,150480,107929,75395,162497,38746,242477,38886,40956,24383,41294,33644,37754,33582,27668,33775,30534,33635,26519,164676,45457,38700
182917,30689,56678,114044,32656,38821,33871,30871,184533,38460,37412,71498,26354,95509,33990,33848,33991,49970,25773,101422,34106,75310
37511,75199,33715,24630,NA,38475,NA,26145,96852,30728,37497,38427,41470,32675,75397,37622,107930,75619,37461,37471,102572,150770
37579,33896,128037,37879,18664,35638,26535,32999,40501,149584,30827,41466,183185,113672,30752,150737,169753,38433,183184,37480,18628,38699
28955,33843,30459,41707,11758,112758,238841,23779,56819,102612,51545,96613,150316,74404,20325,202553,40049,113627,43329,46384,93480,26554
33018,111190,37451,70891,18853,2805,37793,45744,37449,31045,18653,30657,30962,25921,30911,28467,23988,30889,36378,41044,30893,26166
33753,30279,33847,34575,37484,154256,111237,33872,33668,41255,41622,24591,31303,38151,33874,38521,33870,42369,30744,75474,38479,23853
25563,185123,193223,183331,33767,80492,24852,150330,37441,38578,213489,37421,56846,28284,33960,47565,205278,102622,33973,99047,184138,32764
109222,41667,30914,74672,150739,134236,108568,26403,41468,2802,37824,33732,33988,37482,154257,30738,39854,38818,33992,30981,30909,30955
33644,27678,33582,27668,150968,33635,30534,45457,164676,26519,38044,33764,33025,182224,242151,154938,30287,96619,37408,37410,150832,33030
71498,26354,95509,33990,33848,33991,49970,25773,101422,34106,75310,33630,74743,75395,101070,74752,38746,150480,32865,38004,75354,106600
38427,41470,32675,75397,37622,37474,107930,75307,37461,150770,102572,182917,33634,33636,56678,32656,38821,33871,184533,30871,38460,37412
41466,183185,38458,30752,40599,37436,38433,42479,37480,25986,38699,37511,37470,33715,24630,75199,24385,18376,96852,NA,37497,30728
96613,150316,20325,74404,26886,40049,37419,93480,46384,45605,43329,37579,75606,128037,37879,74435,32999,37512,97319,30827,40501,149584
30657,30962,34029,30911,28467,23988,30889,46509,36378,30893,26166,28955,37488,30459,41707,163236,128870,112758,24612,23779,11758,191873
24591,31303,38151,37718,38521,33870,42369,183350,75474,30744,179009,33018,111190,37451,70891,18853,37449,37793,45744,166111,31045,18653
37421,56846,33959,28284,47565,37416,33997,33973,99047,184138,32764,33753,30279,33847,34575,37484,154256,111237,33872,33668,41255,58294
25563,185123,193223,183331,45440,24852,33759,37441,150330,38578,213489,37439,151075,33849,33856,33893,167376,182928,200630,103904,56686,25574
37439,151075,33856,33849,215405,24123,38160,200630,103904,56686,25574,109222,74403,30914,30276,150739,39782,2802,41468,108568,39122,33028
32657,33988,37482,30891,34304,39854,38818,26146,150250,30981,96643,33644,37754,33582,27678,31103,150968,164676,73078,25560,45457,38700
33764,33025,182224,242151,96617,33866,33024,37410,179772,150832,33030,71498,96616,95509,33990,33848,33991,49970,25773,101422,34106,75310
33630,150480,107929,75395,74752,30273,242477,38886,24383,40956,41294,38427,107930,75397,41470,80497,34381,37474,37461,75307,102572,150770
182917,30689,114044,56678,41167,38821,30871,37631,171992,38460,37412,41466,183185,113672,38458,40599,37480,38433,42479,37436,25986,38699
37511,37470,33715,24630,NA,24385,38475,37445,NA,26145,30728,96613,150316,20325,74404,202553,40049,113627,43329,6853,45605,26554
37579,33896,188531,37879,18664,32999,37512,26535,35638,41157,30827,30657,30962,25921,30911,28467,41156,30889,46509,36378,26166,30960
28955,33843,30459,41707,11758,34000,238841,102612,56819,23779,51545,24591,37422,38151,37718,31303,33870,42369,183350,11555,75474,108809
33018,111190,70891,169195,18853,37793,37449,166111,45744,31045,164210,37421,56846,33959,28284,33960,37416,205278,33973,99047,184138,46289
33753,30279,33847,37672,34575,154256,111237,33872,33668,41255,41622,25563,185123,193223,183331,33767,33759,37441,38578,24852,150330,213489
41466,183185,113672,38458,40599,37480,38433,42479,37436,25986,38699,33630,74743,75395,107929,162497,30273,38886,40956,242477,24383,41294
33644,37754,33582,27668,33775,30534,33635,38403,164676,45457,38044,109222,74403,41667,30914,150739,37824,134236,39782,26403,39122,37506
71498,96616,95509,37479,33848,49970,34182,33991,25773,38139,75310,32657,33988,37482,30738,33992,39854,154257,30955,150250,30981,30909
38427,41470,32675,80497,107930,75307,34381,75619,37469,37474,33762,33764,33025,242151,182224,96617,33024,37410,181297,96619,179772,33030
96613,150316,74404,20325,202553,40049,113627,93480,43329,45605,26554,182917,30689,33636,56678,41167,38821,30871,37631,171992,38460,37412
30657,37442,34029,30962,28467,46509,41156,23988,36378,26166,30960,37511,75199,33715,24630,NA,38475,24385,175311,96852,26145,37497
24591,31303,33865,38151,38521,33870,42369,183350,11555,75474,108809,37579,33896,128037,37879,18664,37512,32999,26535,149584,35638,30827
37421,56846,33959,33960,47565,37416,33997,33973,99047,184138,32764,28955,37488,26805,41707,11758,102612,238841,193226,56819,37450,51545
33753,30279,33847,37672,34575,154256,111237,33872,33668,41255,41622,37439,151075,33849,33856,33893,182928,38160,103904,24123,20771,25574
25563,185123,121716,183331,33767,186121,80492,24852,37441,150330,213489,33018,111190,74989,37451,18853,37449,37793,37447,166111,97488,45744
37439,151075,33849,33856,215405,182928,38160,103904,24123,56686,25574,33644,37754,33582,31103,150968,30534,33635,38403,164676,45457,38044
109222,74403,30276,74672,26403,37824,39782,134236,41468,39122,37506,71498,37479,95509,33990,26354,33991,25773,49970,101422,33989,75310
32657,33988,37482,30891,33992,39854,38818,30955,96643,30981,30909,38427,107930,32675,80497,41470,38431,37471,37474,75307,37469,33762
33764,33025,182224,242151,96617,30287,37410,33866,181297,179772,33030,41466,183185,38458,113672,150737,38433,30752,37436,42479,18628,38699
75195,150480,107929,75395,74752,30273,242477,38886,40956,24383,41294,96613,150316,20325,74404,202553,40049,113627,6853,46384,45605,39142
182917,30689,56678,114044,41167,38821,37631,30871,171992,37412,38460,30657,30962,25921,30911,28467,23988,30889,42346,36378,26166,30893
37511,75199,33715,24630,NA,38475,24385,175311,31718,42714,37497,24591,31303,38151,37718,38521,33870,26044,183350,30744,75474,108809
37579,75606,188531,37879,74435,26535,32999,37512,35638,30827,41157,37421,102620,33961,33960,33959,47565,33973,38540,33997,184138,32764
28955,33843,30459,41707,11758,238841,102612,193226,56819,37450,51545,25563,185123,193223,183331,33767,186121,37441,38578,24852,213489,75194
33018,111190,37451,70891,33756,2805,37793,37449,45744,31045,164210,33753,30279,33847,37672,37484,154256,111237,52563,33872,41255,41622
75195,150480,107929,101070,74752,38746,30273,32865,38886,24383,106600,33764,33025,182224,37604,191136,37410,30287,33024,112204,37408,33030
182917,30689,33636,56678,114044,38821,33871,25924,30663,38460,37412,32657,33988,37482,30661,34304,39854,154257,30955,30981,30909,150250
37511,37470,24630,33715,33609,18376,24385,31718,96852,42714,30728,24494,34007,30276,30994,26403,39782,134236,37824,41468,2802,37506
37579,75606,128037,37879,74435,37512,42321,26535,35638,97319,149584,30664,37754,33582,27668,150968,32043,33635,38573,164676,45457,38700
19403,33843,26805,41707,36400,24612,102612,11758,23779,51545,191873,33986,26354,96616,33990,33848,34182,27671,38131,42579,101422,75310
96651,33756,37451,70891,18853,2805,37793,114680,166111,31045,45744,30992,41470,32675,80497,37622,34381,40668,37474,75307,33762,102572
33753,30279,33847,127894,34575,38449,33872,74734,154256,75214,41255,41466,33733,113672,30752,40599,42479,38433,37436,30958,25986,38699
25563,183331,121716,182921,33767,33759,80492,24852,75194,150330,38578,96613,75239,20325,74404,26886,40049,113627,46384,6853,45605,26554
37421,102620,33959,33960,47565,33997,37416,33973,99047,184138,32764,30657,30962,25921,30911,28467,30889,42346,30893,36378,46509,25759
32678,151075,33856,33607,215405,56686,103904,38160,24123,25462,40710,24591,31303,38151,33865,38521,38424,26044,33870,75474,179009,23853
71498,96616,95509,33990,33848,33991,49970,101422,25773,33989,75310,30664,37754,33582,27668,33775,30534,33635,25560,164676,45457,38044
30992,41470,32675,80497,37622,38431,75307,33762,40668,37474,150770,24494,74403,30914,74672,26403,39782,134236,2802,39122,41468,37506
